template_id,source,currency,guarantee_type,method,language,template_type,sector,circular,joint_venture,envelope,validity_allowed,template_file,folder,active
B8ZB-157,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT22,KO,1 túi,,(BLOL) EP - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-158,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT22,KO,2 túi,,(BLOL) EPC - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-159,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT22,KO,1 túi,,(BLOL) EPC - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-160,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT22,KO,2 túi,,(BLOL) HANG HOA - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-161,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT22,KO,1 túi,,(BLOL) HANG HOA - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-162,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT22,KO,2 túi,,(BLOL) MUON MAY - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-163,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT22,KO,1 túi,,(BLOL) MUON MAY - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-164,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT22,KO,2 túi,,(BLOL) PC - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-165,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT22,KO,1 túi,,(BLOL) PC - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-166,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT22,KO,2 túi,,(BLOL) PHI TU VAN - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-167,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT22,KO,1 túi,,(BLOL) PHI TU VAN - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-168,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT22,KO,2 túi,,(BLOL) XAY LAP - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-169,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT22,KO,1 túi,,(BLOL) XAY LAP - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-170,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC CU,TT40,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT40.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT40,false
B8ZB-171,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC MOI,TT40,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT40.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT40,false
B8ZB-172,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,(xem template_file),TT79,KO,,,(BLOL) CGTT - PHI TU VAN MTHS - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-173,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT79,KO,2 túi,,(BLOL) EC - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-174,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT79,KO,1 túi,,(BLOL) EC - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-175,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT79,KO,2 túi,,(BLOL) EP - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-176,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT79,KO,1 túi,,(BLOL) EP - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-177,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT79,KO,2 túi,,(BLOL) EPC - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-178,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT79,KO,1 túi,,(BLOL) EPC - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-179,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT79,KO,2 túi,,(BLOL) HANG HOA - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-180,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT79,KO,1 túi,,(BLOL) HANG HOA - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-181,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT79,KO,2 túi,,(BLOL) MUON MAY - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-182,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT79,KO,1 túi,,(BLOL) MUON MAY - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-183,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT79,KO,2 túi,,(BLOL) PC - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-184,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT79,KO,1 túi,,(BLOL) PC - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-185,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT79,KO,2 túi,,(BLOL) PHI TU VAN - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-186,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT79,KO,1 túi,,(BLOL) PHI TU VAN - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-187,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT79,KO,2 túi,,(BLOL) XAY LAP - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-188,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT79,KO,1 túi,,(BLOL) XAY LAP - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
B8ZB-189,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,(xem template_file),TT79,KO,,,(IDNES) TT79 - CGTT - HANG HOA MTHS - DOC LAP.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT79,true
